FIELD	COUNT
Stranded_Rule_Code	1
READ_PAIR_OK	33166543
TOTAL_READ_PAIRS	37405087
DROPPED_NOT_PROPER_PAIR	0
DROPPED_READ_FAILS_VENDOR_QC	0
DROPPED_MARKED_NOT_VALID	0
DROPPED_CHROMS_MISMATCH	0
DROPPED_PAIR_STRANDS_MISMATCH	0
DROPPED_IGNORED_CHROMOSOME	0
DROPPED_NOT_UNIQUE_ALIGNMENT	4238544
KEPT_NOT_UNIQUE_ALIGNMENT	0
minObservedReadLength	75
maxObservedReadLength	75
maxLegalPhredScore	41
IS_SINGLE_END	0
PREALIGNMENT_READ_CT	-1
BENCHMARK_MinutesOnSamIteration	64.98
BENCHMARK_MinutesPerMillionReads	1.74
BENCHMARK_MinutesPerMillionGoodReads	1.96
ReadPairs_AmbigGene	1590694
ReadPairs_UniqueGene	30420926
ReadPairs_UniqueGene_CDS	26914207
ReadPairs_UniqueGene_UTR	3506719
ReadPairs_NoGene	1154923
ReadPairs_NoGene_Intron	640565
ReadPairs_NoGene_OneKbFromGene	56383
ReadPairs_NoGene_TenKbFromGene	211189
ReadPairs_NoGene_MiddleOfNowhere	246786
Genes_Total	65217
Genes_WithZeroCounts	42071
Genes_WithNonzeroCounts	23146
InsertSizeCalc_Kept	32712054
InsertSizeCalc_lt_readLen	251033
InsertSizeCalc_eq_readLen	124442
InsertSizeCalc_readLen_to_2xreadLen	25920525
InsertSizeCalc_ge_2xreadLen	6416054
InsertSizeCalc_Dropped	454489
InsertSizeCalc_Dropped_FwdReadAppearsAfterRevReadEnds	0
InsertSizeCalc_Dropped_ReadsOverlapButSpliceInconsistantlyOnOverlappingSections	207594
InsertSizeCalc_Dropped_RevReadStartsBeforeFwdAndTooManyAdaptorBasesAlign	246895
AggregateGenes	60969
AggregateGenes_NoReads	38797
AggregateGenes_WithReads	22172
SpliceLoci	417257
SpliceLoci_Known	374703
SpliceLoci_Known_NoReads	225828
SpliceLoci_Known_FewReads	19040
SpliceLoci_Known_ManyReads	129835
SpliceLoci_Novel	42554
SpliceLoci_Novel_FewReads	22399
SpliceLoci_Novel_ManyReads	20155
SpliceEvents	16910396
SpliceEvents_KnownLoci	16436007
SpliceEvents_KnownLociWithFewReads	34910
SpliceEvents_KnownLociWithManyReads	16401097
SpliceEvents_NovelLoci	474389
SpliceEvents_NovelLociWithFewReads	36479
SpliceEvents_NovelLociWithManyReads	437910
StrandTest_frFirstStrand	30206829
StrandTest_frSecondStrand	632576
StrandTest_ambig_genesFountOnBothStrands	1424863
StrandTest_ambig_noGenes	901184
StrandTest_ambig_other	1091
StrandTest_STRANDEDNESS_MATCHES_INFERRED	1
NumberOfChromosomesCovered	72
READ_LENGTH	75
COMPLETED_WITHOUT_WARNING	1
COMPLETED_WITHOUT_ERROR	1
