FIELD	COUNT
Stranded_Rule_Code	1
READ_PAIR_OK	56914808
TOTAL_READ_PAIRS	65317624
DROPPED_NOT_PROPER_PAIR	0
DROPPED_READ_FAILS_VENDOR_QC	0
DROPPED_MARKED_NOT_VALID	0
DROPPED_CHROMS_MISMATCH	0
DROPPED_PAIR_STRANDS_MISMATCH	0
DROPPED_IGNORED_CHROMOSOME	0
DROPPED_NOT_UNIQUE_ALIGNMENT	8402816
KEPT_NOT_UNIQUE_ALIGNMENT	0
minObservedReadLength	75
maxObservedReadLength	75
maxLegalPhredScore	41
IS_SINGLE_END	0
PREALIGNMENT_READ_CT	-1
BENCHMARK_MinutesOnSamIteration	112.78
BENCHMARK_MinutesPerMillionReads	1.73
BENCHMARK_MinutesPerMillionGoodReads	1.98
ReadPairs_AmbigGene	2145799
ReadPairs_UniqueGene	52770846
ReadPairs_UniqueGene_CDS	45005788
ReadPairs_UniqueGene_UTR	7765058
ReadPairs_NoGene	1998163
ReadPairs_NoGene_Intron	973945
ReadPairs_NoGene_OneKbFromGene	96863
ReadPairs_NoGene_TenKbFromGene	371641
ReadPairs_NoGene_MiddleOfNowhere	555714
Genes_Total	65217
Genes_WithZeroCounts	39766
Genes_WithNonzeroCounts	25451
InsertSizeCalc_Kept	55394536
InsertSizeCalc_lt_readLen	780722
InsertSizeCalc_eq_readLen	316649
InsertSizeCalc_readLen_to_2xreadLen	42392198
InsertSizeCalc_ge_2xreadLen	11904967
InsertSizeCalc_Dropped	1520272
InsertSizeCalc_Dropped_FwdReadAppearsAfterRevReadEnds	0
InsertSizeCalc_Dropped_ReadsOverlapButSpliceInconsistantlyOnOverlappingSections	340854
InsertSizeCalc_Dropped_RevReadStartsBeforeFwdAndTooManyAdaptorBasesAlign	1179418
AggregateGenes	60969
AggregateGenes_NoReads	36479
AggregateGenes_WithReads	24490
SpliceLoci	432601
SpliceLoci_Known	374703
SpliceLoci_Known_NoReads	222422
SpliceLoci_Known_FewReads	20716
SpliceLoci_Known_ManyReads	131565
SpliceLoci_Novel	57898
SpliceLoci_Novel_FewReads	34907
SpliceLoci_Novel_ManyReads	22991
SpliceEvents	27932720
SpliceEvents_KnownLoci	27078109
SpliceEvents_KnownLociWithFewReads	38722
SpliceEvents_KnownLociWithManyReads	27039387
SpliceEvents_NovelLoci	854611
SpliceEvents_NovelLociWithFewReads	57380
SpliceEvents_NovelLociWithManyReads	797231
StrandTest_frFirstStrand	52049992
StrandTest_frSecondStrand	1083691
StrandTest_ambig_genesFountOnBothStrands	2246472
StrandTest_ambig_noGenes	1533291
StrandTest_ambig_other	1362
StrandTest_STRANDEDNESS_MATCHES_INFERRED	1
NumberOfChromosomesCovered	87
READ_LENGTH	75
COMPLETED_WITHOUT_WARNING	1
COMPLETED_WITHOUT_ERROR	1
