FIELD	COUNT
Stranded_Rule_Code	1
READ_PAIR_OK	50491733
TOTAL_READ_PAIRS	60649127
DROPPED_NOT_PROPER_PAIR	0
DROPPED_READ_FAILS_VENDOR_QC	0
DROPPED_MARKED_NOT_VALID	0
DROPPED_CHROMS_MISMATCH	0
DROPPED_PAIR_STRANDS_MISMATCH	0
DROPPED_IGNORED_CHROMOSOME	0
DROPPED_NOT_UNIQUE_ALIGNMENT	10157394
KEPT_NOT_UNIQUE_ALIGNMENT	0
minObservedReadLength	75
maxObservedReadLength	75
maxLegalPhredScore	41
IS_SINGLE_END	0
PREALIGNMENT_READ_CT	-1
BENCHMARK_MinutesOnSamIteration	109.92
BENCHMARK_MinutesPerMillionReads	1.81
BENCHMARK_MinutesPerMillionGoodReads	2.18
ReadPairs_AmbigGene	2520354
ReadPairs_UniqueGene	45326489
ReadPairs_UniqueGene_CDS	40376520
ReadPairs_UniqueGene_UTR	4949969
ReadPairs_NoGene	2644890
ReadPairs_NoGene_Intron	1835077
ReadPairs_NoGene_OneKbFromGene	89302
ReadPairs_NoGene_TenKbFromGene	331831
ReadPairs_NoGene_MiddleOfNowhere	388680
Genes_Total	65217
Genes_WithZeroCounts	38962
Genes_WithNonzeroCounts	26255
InsertSizeCalc_Kept	49982838
InsertSizeCalc_lt_readLen	239741
InsertSizeCalc_eq_readLen	116763
InsertSizeCalc_readLen_to_2xreadLen	30091340
InsertSizeCalc_ge_2xreadLen	19534994
InsertSizeCalc_Dropped	508895
InsertSizeCalc_Dropped_FwdReadAppearsAfterRevReadEnds	0
InsertSizeCalc_Dropped_ReadsOverlapButSpliceInconsistantlyOnOverlappingSections	254611
InsertSizeCalc_Dropped_RevReadStartsBeforeFwdAndTooManyAdaptorBasesAlign	254284
AggregateGenes	60969
AggregateGenes_NoReads	35910
AggregateGenes_WithReads	25059
SpliceLoci	472187
SpliceLoci_Known	374703
SpliceLoci_Known_NoReads	201709
SpliceLoci_Known_FewReads	28575
SpliceLoci_Known_ManyReads	144419
SpliceLoci_Novel	97484
SpliceLoci_Novel_FewReads	72194
SpliceLoci_Novel_ManyReads	25290
SpliceEvents	27968040
SpliceEvents_KnownLoci	27157438
SpliceEvents_KnownLociWithFewReads	49919
SpliceEvents_KnownLociWithManyReads	27107519
SpliceEvents_NovelLoci	810602
SpliceEvents_NovelLociWithFewReads	110029
SpliceEvents_NovelLociWithManyReads	700573
StrandTest_frFirstStrand	45068423
StrandTest_frSecondStrand	844618
StrandTest_ambig_genesFountOnBothStrands	1856118
StrandTest_ambig_noGenes	2719678
StrandTest_ambig_other	2896
StrandTest_STRANDEDNESS_MATCHES_INFERRED	1
NumberOfChromosomesCovered	77
READ_LENGTH	75
COMPLETED_WITHOUT_WARNING	1
COMPLETED_WITHOUT_ERROR	1
