FIELD	COUNT
Stranded_Rule_Code	1
READ_PAIR_OK	39460319
TOTAL_READ_PAIRS	45133082
DROPPED_NOT_PROPER_PAIR	0
DROPPED_READ_FAILS_VENDOR_QC	0
DROPPED_MARKED_NOT_VALID	0
DROPPED_CHROMS_MISMATCH	0
DROPPED_PAIR_STRANDS_MISMATCH	0
DROPPED_IGNORED_CHROMOSOME	0
DROPPED_NOT_UNIQUE_ALIGNMENT	5672763
KEPT_NOT_UNIQUE_ALIGNMENT	0
minObservedReadLength	75
maxObservedReadLength	75
maxLegalPhredScore	41
IS_SINGLE_END	0
PREALIGNMENT_READ_CT	-1
BENCHMARK_MinutesOnSamIteration	111.13
BENCHMARK_MinutesPerMillionReads	2.46
BENCHMARK_MinutesPerMillionGoodReads	2.82
ReadPairs_AmbigGene	1562522
ReadPairs_UniqueGene	36938409
ReadPairs_UniqueGene_CDS	32493330
ReadPairs_UniqueGene_UTR	4445079
ReadPairs_NoGene	959388
ReadPairs_NoGene_Intron	435747
ReadPairs_NoGene_OneKbFromGene	45497
ReadPairs_NoGene_TenKbFromGene	169733
ReadPairs_NoGene_MiddleOfNowhere	308411
Genes_Total	65217
Genes_WithZeroCounts	41369
Genes_WithNonzeroCounts	23848
InsertSizeCalc_Kept	39169586
InsertSizeCalc_lt_readLen	110526
InsertSizeCalc_eq_readLen	49360
InsertSizeCalc_readLen_to_2xreadLen	20112364
InsertSizeCalc_ge_2xreadLen	18897336
InsertSizeCalc_Dropped	290733
InsertSizeCalc_Dropped_FwdReadAppearsAfterRevReadEnds	0
InsertSizeCalc_Dropped_ReadsOverlapButSpliceInconsistantlyOnOverlappingSections	162918
InsertSizeCalc_Dropped_RevReadStartsBeforeFwdAndTooManyAdaptorBasesAlign	127815
AggregateGenes	60969
AggregateGenes_NoReads	37983
AggregateGenes_WithReads	22986
SpliceLoci	434801
SpliceLoci_Known	374703
SpliceLoci_Known_NoReads	214782
SpliceLoci_Known_FewReads	23459
SpliceLoci_Known_ManyReads	136462
SpliceLoci_Novel	60098
SpliceLoci_Novel_FewReads	40711
SpliceLoci_Novel_ManyReads	19387
SpliceEvents	23912434
SpliceEvents_KnownLoci	23390171
SpliceEvents_KnownLociWithFewReads	42715
SpliceEvents_KnownLociWithManyReads	23347456
SpliceEvents_NovelLoci	522263
SpliceEvents_NovelLociWithFewReads	63962
SpliceEvents_NovelLociWithManyReads	458301
StrandTest_frFirstStrand	36134142
StrandTest_frSecondStrand	527092
StrandTest_ambig_genesFountOnBothStrands	1636509
StrandTest_ambig_noGenes	1160388
StrandTest_ambig_other	2188
StrandTest_STRANDEDNESS_MATCHES_INFERRED	1
NumberOfChromosomesCovered	76
READ_LENGTH	75
COMPLETED_WITHOUT_WARNING	1
COMPLETED_WITHOUT_ERROR	1
