FIELD	COUNT
Stranded_Rule_Code	1
READ_PAIR_OK	42153772
TOTAL_READ_PAIRS	52436528
DROPPED_NOT_PROPER_PAIR	0
DROPPED_READ_FAILS_VENDOR_QC	0
DROPPED_MARKED_NOT_VALID	0
DROPPED_CHROMS_MISMATCH	0
DROPPED_PAIR_STRANDS_MISMATCH	0
DROPPED_IGNORED_CHROMOSOME	0
DROPPED_NOT_UNIQUE_ALIGNMENT	10282756
KEPT_NOT_UNIQUE_ALIGNMENT	0
minObservedReadLength	75
maxObservedReadLength	75
maxLegalPhredScore	41
IS_SINGLE_END	0
PREALIGNMENT_READ_CT	-1
BENCHMARK_MinutesOnSamIteration	89.92
BENCHMARK_MinutesPerMillionReads	1.71
BENCHMARK_MinutesPerMillionGoodReads	2.13
ReadPairs_AmbigGene	2790263
ReadPairs_UniqueGene	38108798
ReadPairs_UniqueGene_CDS	35936813
ReadPairs_UniqueGene_UTR	2171985
ReadPairs_NoGene	1254711
ReadPairs_NoGene_Intron	680230
ReadPairs_NoGene_OneKbFromGene	80561
ReadPairs_NoGene_TenKbFromGene	232492
ReadPairs_NoGene_MiddleOfNowhere	261428
Genes_Total	65217
Genes_WithZeroCounts	39465
Genes_WithNonzeroCounts	25752
InsertSizeCalc_Kept	41267660
InsertSizeCalc_lt_readLen	545353
InsertSizeCalc_eq_readLen	218114
InsertSizeCalc_readLen_to_2xreadLen	31326937
InsertSizeCalc_ge_2xreadLen	9177256
InsertSizeCalc_Dropped	886112
InsertSizeCalc_Dropped_FwdReadAppearsAfterRevReadEnds	0
InsertSizeCalc_Dropped_ReadsOverlapButSpliceInconsistantlyOnOverlappingSections	280491
InsertSizeCalc_Dropped_RevReadStartsBeforeFwdAndTooManyAdaptorBasesAlign	605621
AggregateGenes	60969
AggregateGenes_NoReads	36325
AggregateGenes_WithReads	24644
SpliceLoci	555917
SpliceLoci_Known	374703
SpliceLoci_Known_NoReads	200762
SpliceLoci_Known_FewReads	34568
SpliceLoci_Known_ManyReads	139373
SpliceLoci_Novel	181214
SpliceLoci_Novel_FewReads	148791
SpliceLoci_Novel_ManyReads	32423
SpliceEvents	22729704
SpliceEvents_KnownLoci	21598801
SpliceEvents_KnownLociWithFewReads	59249
SpliceEvents_KnownLociWithManyReads	21539552
SpliceEvents_NovelLoci	1130903
SpliceEvents_NovelLociWithFewReads	215004
SpliceEvents_NovelLociWithManyReads	915899
StrandTest_frFirstStrand	38893793
StrandTest_frSecondStrand	615563
StrandTest_ambig_genesFountOnBothStrands	1671613
StrandTest_ambig_noGenes	971804
StrandTest_ambig_other	999
StrandTest_STRANDEDNESS_MATCHES_INFERRED	1
NumberOfChromosomesCovered	69
READ_LENGTH	75
COMPLETED_WITHOUT_WARNING	1
COMPLETED_WITHOUT_ERROR	1
