FIELD	COUNT
Stranded_Rule_Code	1
READ_PAIR_OK	39592410
TOTAL_READ_PAIRS	44134929
DROPPED_NOT_PROPER_PAIR	0
DROPPED_READ_FAILS_VENDOR_QC	0
DROPPED_MARKED_NOT_VALID	0
DROPPED_CHROMS_MISMATCH	0
DROPPED_PAIR_STRANDS_MISMATCH	0
DROPPED_IGNORED_CHROMOSOME	0
DROPPED_NOT_UNIQUE_ALIGNMENT	4542519
KEPT_NOT_UNIQUE_ALIGNMENT	0
minObservedReadLength	75
maxObservedReadLength	75
maxLegalPhredScore	41
IS_SINGLE_END	0
PREALIGNMENT_READ_CT	-1
BENCHMARK_MinutesOnSamIteration	80.55
BENCHMARK_MinutesPerMillionReads	1.83
BENCHMARK_MinutesPerMillionGoodReads	2.03
ReadPairs_AmbigGene	1614807
ReadPairs_UniqueGene	36983615
ReadPairs_UniqueGene_CDS	34399948
ReadPairs_UniqueGene_UTR	2583667
ReadPairs_NoGene	993988
ReadPairs_NoGene_Intron	554329
ReadPairs_NoGene_OneKbFromGene	54827
ReadPairs_NoGene_TenKbFromGene	191862
ReadPairs_NoGene_MiddleOfNowhere	192970
Genes_Total	65217
Genes_WithZeroCounts	41924
Genes_WithNonzeroCounts	23293
InsertSizeCalc_Kept	39304225
InsertSizeCalc_lt_readLen	92490
InsertSizeCalc_eq_readLen	45698
InsertSizeCalc_readLen_to_2xreadLen	21620008
InsertSizeCalc_ge_2xreadLen	17546029
InsertSizeCalc_Dropped	288185
InsertSizeCalc_Dropped_FwdReadAppearsAfterRevReadEnds	0
InsertSizeCalc_Dropped_ReadsOverlapButSpliceInconsistantlyOnOverlappingSections	207457
InsertSizeCalc_Dropped_RevReadStartsBeforeFwdAndTooManyAdaptorBasesAlign	80728
AggregateGenes	60969
AggregateGenes_NoReads	38684
AggregateGenes_WithReads	22285
SpliceLoci	448035
SpliceLoci_Known	374703
SpliceLoci_Known_NoReads	203883
SpliceLoci_Known_FewReads	26230
SpliceLoci_Known_ManyReads	144590
SpliceLoci_Novel	73332
SpliceLoci_Novel_FewReads	53367
SpliceLoci_Novel_ManyReads	19965
SpliceEvents	27062266
SpliceEvents_KnownLoci	26549928
SpliceEvents_KnownLociWithFewReads	46488
SpliceEvents_KnownLociWithManyReads	26503440
SpliceEvents_NovelLoci	512338
SpliceEvents_NovelLociWithFewReads	83646
SpliceEvents_NovelLociWithManyReads	428692
StrandTest_frFirstStrand	36520653
StrandTest_frSecondStrand	548241
StrandTest_ambig_genesFountOnBothStrands	1618218
StrandTest_ambig_noGenes	903413
StrandTest_ambig_other	1885
StrandTest_STRANDEDNESS_MATCHES_INFERRED	1
NumberOfChromosomesCovered	70
READ_LENGTH	75
COMPLETED_WITHOUT_WARNING	1
COMPLETED_WITHOUT_ERROR	1
