FIELD	COUNT
Stranded_Rule_Code	1
READ_PAIR_OK	91047447
TOTAL_READ_PAIRS	102906972
DROPPED_NOT_PROPER_PAIR	0
DROPPED_READ_FAILS_VENDOR_QC	0
DROPPED_MARKED_NOT_VALID	0
DROPPED_CHROMS_MISMATCH	0
DROPPED_PAIR_STRANDS_MISMATCH	0
DROPPED_IGNORED_CHROMOSOME	0
DROPPED_NOT_UNIQUE_ALIGNMENT	11859525
KEPT_NOT_UNIQUE_ALIGNMENT	0
minObservedReadLength	75
maxObservedReadLength	75
maxLegalPhredScore	41
IS_SINGLE_END	0
PREALIGNMENT_READ_CT	-1
BENCHMARK_MinutesOnSamIteration	194.28
BENCHMARK_MinutesPerMillionReads	1.89
BENCHMARK_MinutesPerMillionGoodReads	2.13
ReadPairs_AmbigGene	3771182
ReadPairs_UniqueGene	84278870
ReadPairs_UniqueGene_CDS	74622436
ReadPairs_UniqueGene_UTR	9656434
ReadPairs_NoGene	2997395
ReadPairs_NoGene_Intron	1653875
ReadPairs_NoGene_OneKbFromGene	153342
ReadPairs_NoGene_TenKbFromGene	553411
ReadPairs_NoGene_MiddleOfNowhere	636767
Genes_Total	65217
Genes_WithZeroCounts	37123
Genes_WithNonzeroCounts	28094
InsertSizeCalc_Kept	90043157
InsertSizeCalc_lt_readLen	442671
InsertSizeCalc_eq_readLen	185375
InsertSizeCalc_readLen_to_2xreadLen	53289388
InsertSizeCalc_ge_2xreadLen	36125723
InsertSizeCalc_Dropped	1004290
InsertSizeCalc_Dropped_FwdReadAppearsAfterRevReadEnds	0
InsertSizeCalc_Dropped_ReadsOverlapButSpliceInconsistantlyOnOverlappingSections	440772
InsertSizeCalc_Dropped_RevReadStartsBeforeFwdAndTooManyAdaptorBasesAlign	563518
AggregateGenes	60969
AggregateGenes_NoReads	34085
AggregateGenes_WithReads	26884
SpliceLoci	521842
SpliceLoci_Known	374703
SpliceLoci_Known_NoReads	187502
SpliceLoci_Known_FewReads	29783
SpliceLoci_Known_ManyReads	157418
SpliceLoci_Novel	147139
SpliceLoci_Novel_FewReads	107130
SpliceLoci_Novel_ManyReads	40009
SpliceEvents	52509195
SpliceEvents_KnownLoci	51102298
SpliceEvents_KnownLociWithFewReads	51470
SpliceEvents_KnownLociWithManyReads	51050828
SpliceEvents_NovelLoci	1406897
SpliceEvents_NovelLociWithFewReads	161534
SpliceEvents_NovelLociWithManyReads	1245363
StrandTest_frFirstStrand	83267212
StrandTest_frSecondStrand	1301863
StrandTest_ambig_genesFountOnBothStrands	3790973
StrandTest_ambig_noGenes	2682770
StrandTest_ambig_other	4629
StrandTest_STRANDEDNESS_MATCHES_INFERRED	1
NumberOfChromosomesCovered	97
READ_LENGTH	75
COMPLETED_WITHOUT_WARNING	1
COMPLETED_WITHOUT_ERROR	1
