FIELD	COUNT
Stranded_Rule_Code	1
READ_PAIR_OK	36194988
TOTAL_READ_PAIRS	42012281
DROPPED_NOT_PROPER_PAIR	0
DROPPED_READ_FAILS_VENDOR_QC	0
DROPPED_MARKED_NOT_VALID	0
DROPPED_CHROMS_MISMATCH	0
DROPPED_PAIR_STRANDS_MISMATCH	0
DROPPED_IGNORED_CHROMOSOME	0
DROPPED_NOT_UNIQUE_ALIGNMENT	5817293
KEPT_NOT_UNIQUE_ALIGNMENT	0
minObservedReadLength	75
maxObservedReadLength	75
maxLegalPhredScore	41
IS_SINGLE_END	0
PREALIGNMENT_READ_CT	-1
BENCHMARK_MinutesOnSamIteration	123.90
BENCHMARK_MinutesPerMillionReads	2.95
BENCHMARK_MinutesPerMillionGoodReads	3.42
ReadPairs_AmbigGene	1922773
ReadPairs_UniqueGene	33253850
ReadPairs_UniqueGene_CDS	30183535
ReadPairs_UniqueGene_UTR	3070315
ReadPairs_NoGene	1018365
ReadPairs_NoGene_Intron	502241
ReadPairs_NoGene_OneKbFromGene	51392
ReadPairs_NoGene_TenKbFromGene	199104
ReadPairs_NoGene_MiddleOfNowhere	265628
Genes_Total	65217
Genes_WithZeroCounts	42018
Genes_WithNonzeroCounts	23199
InsertSizeCalc_Kept	35844568
InsertSizeCalc_lt_readLen	149170
InsertSizeCalc_eq_readLen	79191
InsertSizeCalc_readLen_to_2xreadLen	24632276
InsertSizeCalc_ge_2xreadLen	10983931
InsertSizeCalc_Dropped	350420
InsertSizeCalc_Dropped_FwdReadAppearsAfterRevReadEnds	0
InsertSizeCalc_Dropped_ReadsOverlapButSpliceInconsistantlyOnOverlappingSections	218327
InsertSizeCalc_Dropped_RevReadStartsBeforeFwdAndTooManyAdaptorBasesAlign	132093
AggregateGenes	60969
AggregateGenes_NoReads	38751
AggregateGenes_WithReads	22218
SpliceLoci	432091
SpliceLoci_Known	374703
SpliceLoci_Known_NoReads	218239
SpliceLoci_Known_FewReads	19569
SpliceLoci_Known_ManyReads	136895
SpliceLoci_Novel	57388
SpliceLoci_Novel_FewReads	32820
SpliceLoci_Novel_ManyReads	24568
SpliceEvents	21356471
SpliceEvents_KnownLoci	20698357
SpliceEvents_KnownLociWithFewReads	35894
SpliceEvents_KnownLociWithManyReads	20662463
SpliceEvents_NovelLoci	658114
SpliceEvents_NovelLociWithFewReads	54218
SpliceEvents_NovelLociWithManyReads	603896
StrandTest_frFirstStrand	33206100
StrandTest_frSecondStrand	598031
StrandTest_ambig_genesFountOnBothStrands	1572768
StrandTest_ambig_noGenes	816818
StrandTest_ambig_other	1271
StrandTest_STRANDEDNESS_MATCHES_INFERRED	1
NumberOfChromosomesCovered	77
READ_LENGTH	75
COMPLETED_WITHOUT_WARNING	1
COMPLETED_WITHOUT_ERROR	1
