FIELD	COUNT
Stranded_Rule_Code	1
READ_PAIR_OK	53217897
TOTAL_READ_PAIRS	60269768
DROPPED_NOT_PROPER_PAIR	0
DROPPED_READ_FAILS_VENDOR_QC	0
DROPPED_MARKED_NOT_VALID	0
DROPPED_CHROMS_MISMATCH	0
DROPPED_PAIR_STRANDS_MISMATCH	0
DROPPED_IGNORED_CHROMOSOME	0
DROPPED_NOT_UNIQUE_ALIGNMENT	7051871
KEPT_NOT_UNIQUE_ALIGNMENT	0
minObservedReadLength	75
maxObservedReadLength	75
maxLegalPhredScore	41
IS_SINGLE_END	0
PREALIGNMENT_READ_CT	-1
BENCHMARK_MinutesOnSamIteration	116.97
BENCHMARK_MinutesPerMillionReads	1.94
BENCHMARK_MinutesPerMillionGoodReads	2.20
ReadPairs_AmbigGene	2172826
ReadPairs_UniqueGene	49042396
ReadPairs_UniqueGene_CDS	43498856
ReadPairs_UniqueGene_UTR	5543540
ReadPairs_NoGene	2002675
ReadPairs_NoGene_Intron	1304723
ReadPairs_NoGene_OneKbFromGene	82262
ReadPairs_NoGene_TenKbFromGene	282180
ReadPairs_NoGene_MiddleOfNowhere	333510
Genes_Total	65217
Genes_WithZeroCounts	39330
Genes_WithNonzeroCounts	25887
InsertSizeCalc_Kept	52689976
InsertSizeCalc_lt_readLen	230990
InsertSizeCalc_eq_readLen	99551
InsertSizeCalc_readLen_to_2xreadLen	32740315
InsertSizeCalc_ge_2xreadLen	19619120
InsertSizeCalc_Dropped	527921
InsertSizeCalc_Dropped_FwdReadAppearsAfterRevReadEnds	0
InsertSizeCalc_Dropped_ReadsOverlapButSpliceInconsistantlyOnOverlappingSections	238098
InsertSizeCalc_Dropped_RevReadStartsBeforeFwdAndTooManyAdaptorBasesAlign	289823
AggregateGenes	60969
AggregateGenes_NoReads	36192
AggregateGenes_WithReads	24777
SpliceLoci	468804
SpliceLoci_Known	374703
SpliceLoci_Known_NoReads	200041
SpliceLoci_Known_FewReads	31972
SpliceLoci_Known_ManyReads	142690
SpliceLoci_Novel	94101
SpliceLoci_Novel_FewReads	73950
SpliceLoci_Novel_ManyReads	20151
SpliceEvents	29262601
SpliceEvents_KnownLoci	28600886
SpliceEvents_KnownLociWithFewReads	54386
SpliceEvents_KnownLociWithManyReads	28546500
SpliceEvents_NovelLoci	661715
SpliceEvents_NovelLociWithFewReads	105035
SpliceEvents_NovelLociWithManyReads	556680
StrandTest_frFirstStrand	48321751
StrandTest_frSecondStrand	668413
StrandTest_ambig_genesFountOnBothStrands	2135918
StrandTest_ambig_noGenes	2089363
StrandTest_ambig_other	2452
StrandTest_STRANDEDNESS_MATCHES_INFERRED	1
NumberOfChromosomesCovered	83
READ_LENGTH	75
COMPLETED_WITHOUT_WARNING	1
COMPLETED_WITHOUT_ERROR	1
