FIELD	COUNT
Stranded_Rule_Code	1
READ_PAIR_OK	25825328
TOTAL_READ_PAIRS	35799763
DROPPED_NOT_PROPER_PAIR	0
DROPPED_READ_FAILS_VENDOR_QC	0
DROPPED_MARKED_NOT_VALID	0
DROPPED_CHROMS_MISMATCH	0
DROPPED_PAIR_STRANDS_MISMATCH	0
DROPPED_IGNORED_CHROMOSOME	0
DROPPED_NOT_UNIQUE_ALIGNMENT	9974435
KEPT_NOT_UNIQUE_ALIGNMENT	0
minObservedReadLength	75
maxObservedReadLength	75
maxLegalPhredScore	41
IS_SINGLE_END	0
PREALIGNMENT_READ_CT	-1
BENCHMARK_MinutesOnSamIteration	189.00
BENCHMARK_MinutesPerMillionReads	5.28
BENCHMARK_MinutesPerMillionGoodReads	7.32
ReadPairs_AmbigGene	2340177
ReadPairs_UniqueGene	23015677
ReadPairs_UniqueGene_CDS	21408737
ReadPairs_UniqueGene_UTR	1606940
ReadPairs_NoGene	469474
ReadPairs_NoGene_Intron	100402
ReadPairs_NoGene_OneKbFromGene	29891
ReadPairs_NoGene_TenKbFromGene	128324
ReadPairs_NoGene_MiddleOfNowhere	210857
Genes_Total	65217
Genes_WithZeroCounts	43385
Genes_WithNonzeroCounts	21832
InsertSizeCalc_Kept	25468245
InsertSizeCalc_lt_readLen	195632
InsertSizeCalc_eq_readLen	116095
InsertSizeCalc_readLen_to_2xreadLen	15125096
InsertSizeCalc_ge_2xreadLen	10031422
InsertSizeCalc_Dropped	357083
InsertSizeCalc_Dropped_FwdReadAppearsAfterRevReadEnds	0
InsertSizeCalc_Dropped_ReadsOverlapButSpliceInconsistantlyOnOverlappingSections	133341
InsertSizeCalc_Dropped_RevReadStartsBeforeFwdAndTooManyAdaptorBasesAlign	223742
AggregateGenes	60969
AggregateGenes_NoReads	39989
AggregateGenes_WithReads	20980
SpliceLoci	450086
SpliceLoci_Known	374703
SpliceLoci_Known_NoReads	207752
SpliceLoci_Known_FewReads	36849
SpliceLoci_Known_ManyReads	130102
SpliceLoci_Novel	75383
SpliceLoci_Novel_FewReads	57795
SpliceLoci_Novel_ManyReads	17588
SpliceEvents	17292691
SpliceEvents_KnownLoci	16561092
SpliceEvents_KnownLociWithFewReads	63595
SpliceEvents_KnownLociWithManyReads	16497497
SpliceEvents_NovelLoci	731599
SpliceEvents_NovelLociWithFewReads	85859
SpliceEvents_NovelLociWithManyReads	645740
StrandTest_frFirstStrand	24299060
StrandTest_frSecondStrand	379504
StrandTest_ambig_genesFountOnBothStrands	994576
StrandTest_ambig_noGenes	151796
StrandTest_ambig_other	392
StrandTest_STRANDEDNESS_MATCHES_INFERRED	1
NumberOfChromosomesCovered	55
READ_LENGTH	75
COMPLETED_WITHOUT_WARNING	1
COMPLETED_WITHOUT_ERROR	1
