FIELD	COUNT
Stranded_Rule_Code	1
READ_PAIR_OK	45529081
TOTAL_READ_PAIRS	50920243
DROPPED_NOT_PROPER_PAIR	0
DROPPED_READ_FAILS_VENDOR_QC	0
DROPPED_MARKED_NOT_VALID	0
DROPPED_CHROMS_MISMATCH	0
DROPPED_PAIR_STRANDS_MISMATCH	0
DROPPED_IGNORED_CHROMOSOME	0
DROPPED_NOT_UNIQUE_ALIGNMENT	5391162
KEPT_NOT_UNIQUE_ALIGNMENT	0
minObservedReadLength	75
maxObservedReadLength	75
maxLegalPhredScore	41
IS_SINGLE_END	0
PREALIGNMENT_READ_CT	-1
BENCHMARK_MinutesOnSamIteration	94.90
BENCHMARK_MinutesPerMillionReads	1.86
BENCHMARK_MinutesPerMillionGoodReads	2.08
ReadPairs_AmbigGene	1634689
ReadPairs_UniqueGene	42389406
ReadPairs_UniqueGene_CDS	38286746
ReadPairs_UniqueGene_UTR	4102660
ReadPairs_NoGene	1504986
ReadPairs_NoGene_Intron	756974
ReadPairs_NoGene_OneKbFromGene	72864
ReadPairs_NoGene_TenKbFromGene	290191
ReadPairs_NoGene_MiddleOfNowhere	384957
Genes_Total	65217
Genes_WithZeroCounts	42558
Genes_WithNonzeroCounts	22659
InsertSizeCalc_Kept	44613611
InsertSizeCalc_lt_readLen	470739
InsertSizeCalc_eq_readLen	210521
InsertSizeCalc_readLen_to_2xreadLen	34030969
InsertSizeCalc_ge_2xreadLen	9901382
InsertSizeCalc_Dropped	915470
InsertSizeCalc_Dropped_FwdReadAppearsAfterRevReadEnds	0
InsertSizeCalc_Dropped_ReadsOverlapButSpliceInconsistantlyOnOverlappingSections	339328
InsertSizeCalc_Dropped_RevReadStartsBeforeFwdAndTooManyAdaptorBasesAlign	576142
AggregateGenes	60969
AggregateGenes_NoReads	39257
AggregateGenes_WithReads	21712
SpliceLoci	414496
SpliceLoci_Known	374703
SpliceLoci_Known_NoReads	231158
SpliceLoci_Known_FewReads	13668
SpliceLoci_Known_ManyReads	129877
SpliceLoci_Novel	39793
SpliceLoci_Novel_FewReads	18026
SpliceLoci_Novel_ManyReads	21767
SpliceEvents	26864997
SpliceEvents_KnownLoci	26232972
SpliceEvents_KnownLociWithFewReads	25672
SpliceEvents_KnownLociWithManyReads	26207300
SpliceEvents_NovelLoci	632025
SpliceEvents_NovelLociWithFewReads	29828
SpliceEvents_NovelLociWithManyReads	602197
StrandTest_frFirstStrand	41860499
StrandTest_frSecondStrand	872310
StrandTest_ambig_genesFountOnBothStrands	1716864
StrandTest_ambig_noGenes	1077983
StrandTest_ambig_other	1425
StrandTest_STRANDEDNESS_MATCHES_INFERRED	1
NumberOfChromosomesCovered	68
READ_LENGTH	75
COMPLETED_WITHOUT_WARNING	1
COMPLETED_WITHOUT_ERROR	1
