FIELD	COUNT
Stranded_Rule_Code	1
READ_PAIR_OK	79877269
TOTAL_READ_PAIRS	89935236
DROPPED_NOT_PROPER_PAIR	0
DROPPED_READ_FAILS_VENDOR_QC	0
DROPPED_MARKED_NOT_VALID	0
DROPPED_CHROMS_MISMATCH	0
DROPPED_PAIR_STRANDS_MISMATCH	0
DROPPED_IGNORED_CHROMOSOME	0
DROPPED_NOT_UNIQUE_ALIGNMENT	10057967
KEPT_NOT_UNIQUE_ALIGNMENT	0
minObservedReadLength	75
maxObservedReadLength	75
maxLegalPhredScore	41
IS_SINGLE_END	0
PREALIGNMENT_READ_CT	-1
BENCHMARK_MinutesOnSamIteration	177.87
BENCHMARK_MinutesPerMillionReads	1.98
BENCHMARK_MinutesPerMillionGoodReads	2.23
ReadPairs_AmbigGene	3067543
ReadPairs_UniqueGene	74438547
ReadPairs_UniqueGene_CDS	64522915
ReadPairs_UniqueGene_UTR	9915632
ReadPairs_NoGene	2371179
ReadPairs_NoGene_Intron	1312249
ReadPairs_NoGene_OneKbFromGene	104026
ReadPairs_NoGene_TenKbFromGene	418827
ReadPairs_NoGene_MiddleOfNowhere	536077
Genes_Total	65217
Genes_WithZeroCounts	39156
Genes_WithNonzeroCounts	26061
InsertSizeCalc_Kept	79039830
InsertSizeCalc_lt_readLen	340139
InsertSizeCalc_eq_readLen	147667
InsertSizeCalc_readLen_to_2xreadLen	50739054
InsertSizeCalc_ge_2xreadLen	27812970
InsertSizeCalc_Dropped	837439
InsertSizeCalc_Dropped_FwdReadAppearsAfterRevReadEnds	0
InsertSizeCalc_Dropped_ReadsOverlapButSpliceInconsistantlyOnOverlappingSections	449932
InsertSizeCalc_Dropped_RevReadStartsBeforeFwdAndTooManyAdaptorBasesAlign	387507
AggregateGenes	60969
AggregateGenes_NoReads	36042
AggregateGenes_WithReads	24927
SpliceLoci	487199
SpliceLoci_Known	374703
SpliceLoci_Known_NoReads	194551
SpliceLoci_Known_FewReads	25120
SpliceLoci_Known_ManyReads	155032
SpliceLoci_Novel	112496
SpliceLoci_Novel_FewReads	73971
SpliceLoci_Novel_ManyReads	38525
SpliceEvents	48425454
SpliceEvents_KnownLoci	47026550
SpliceEvents_KnownLociWithFewReads	45313
SpliceEvents_KnownLociWithManyReads	46981237
SpliceEvents_NovelLoci	1398904
SpliceEvents_NovelLociWithFewReads	118910
SpliceEvents_NovelLociWithManyReads	1279994
StrandTest_frFirstStrand	73007454
StrandTest_frSecondStrand	1207526
StrandTest_ambig_genesFountOnBothStrands	3498618
StrandTest_ambig_noGenes	2160954
StrandTest_ambig_other	2717
StrandTest_STRANDEDNESS_MATCHES_INFERRED	1
NumberOfChromosomesCovered	76
READ_LENGTH	75
COMPLETED_WITHOUT_WARNING	1
COMPLETED_WITHOUT_ERROR	1
