FIELD	COUNT
Stranded_Rule_Code	1
READ_PAIR_OK	28936911
TOTAL_READ_PAIRS	32669712
DROPPED_NOT_PROPER_PAIR	0
DROPPED_READ_FAILS_VENDOR_QC	0
DROPPED_MARKED_NOT_VALID	0
DROPPED_CHROMS_MISMATCH	0
DROPPED_PAIR_STRANDS_MISMATCH	0
DROPPED_IGNORED_CHROMOSOME	0
DROPPED_NOT_UNIQUE_ALIGNMENT	3732801
KEPT_NOT_UNIQUE_ALIGNMENT	0
minObservedReadLength	75
maxObservedReadLength	75
maxLegalPhredScore	41
IS_SINGLE_END	0
PREALIGNMENT_READ_CT	-1
BENCHMARK_MinutesOnSamIteration	62.25
BENCHMARK_MinutesPerMillionReads	1.91
BENCHMARK_MinutesPerMillionGoodReads	2.15
ReadPairs_AmbigGene	1282576
ReadPairs_UniqueGene	26584498
ReadPairs_UniqueGene_CDS	22645385
ReadPairs_UniqueGene_UTR	3939113
ReadPairs_NoGene	1069837
ReadPairs_NoGene_Intron	627172
ReadPairs_NoGene_OneKbFromGene	48359
ReadPairs_NoGene_TenKbFromGene	181693
ReadPairs_NoGene_MiddleOfNowhere	212613
Genes_Total	65217
Genes_WithZeroCounts	42247
Genes_WithNonzeroCounts	22970
InsertSizeCalc_Kept	28561772
InsertSizeCalc_lt_readLen	182507
InsertSizeCalc_eq_readLen	83770
InsertSizeCalc_readLen_to_2xreadLen	21012056
InsertSizeCalc_ge_2xreadLen	7283439
InsertSizeCalc_Dropped	375139
InsertSizeCalc_Dropped_FwdReadAppearsAfterRevReadEnds	0
InsertSizeCalc_Dropped_ReadsOverlapButSpliceInconsistantlyOnOverlappingSections	165810
InsertSizeCalc_Dropped_RevReadStartsBeforeFwdAndTooManyAdaptorBasesAlign	209329
AggregateGenes	60969
AggregateGenes_NoReads	39003
AggregateGenes_WithReads	21966
SpliceLoci	434509
SpliceLoci_Known	374703
SpliceLoci_Known_NoReads	217616
SpliceLoci_Known_FewReads	28700
SpliceLoci_Known_ManyReads	128387
SpliceLoci_Novel	59806
SpliceLoci_Novel_FewReads	44287
SpliceLoci_Novel_ManyReads	15519
SpliceEvents	15598890
SpliceEvents_KnownLoci	15227316
SpliceEvents_KnownLociWithFewReads	51216
SpliceEvents_KnownLociWithManyReads	15176100
SpliceEvents_NovelLoci	371574
SpliceEvents_NovelLociWithFewReads	68554
SpliceEvents_NovelLociWithManyReads	303020
StrandTest_frFirstStrand	26224081
StrandTest_frSecondStrand	538771
StrandTest_ambig_genesFountOnBothStrands	1309836
StrandTest_ambig_noGenes	863299
StrandTest_ambig_other	924
StrandTest_STRANDEDNESS_MATCHES_INFERRED	1
NumberOfChromosomesCovered	76
READ_LENGTH	75
COMPLETED_WITHOUT_WARNING	1
COMPLETED_WITHOUT_ERROR	1
