FIELD	COUNT
Stranded_Rule_Code	1
READ_PAIR_OK	16023975
TOTAL_READ_PAIRS	18664574
DROPPED_NOT_PROPER_PAIR	0
DROPPED_READ_FAILS_VENDOR_QC	0
DROPPED_MARKED_NOT_VALID	0
DROPPED_CHROMS_MISMATCH	0
DROPPED_PAIR_STRANDS_MISMATCH	0
DROPPED_IGNORED_CHROMOSOME	0
DROPPED_NOT_UNIQUE_ALIGNMENT	2640599
KEPT_NOT_UNIQUE_ALIGNMENT	0
minObservedReadLength	75
maxObservedReadLength	75
maxLegalPhredScore	41
IS_SINGLE_END	0
PREALIGNMENT_READ_CT	-1
BENCHMARK_MinutesOnSamIteration	34.53
BENCHMARK_MinutesPerMillionReads	1.85
BENCHMARK_MinutesPerMillionGoodReads	2.16
ReadPairs_AmbigGene	606711
ReadPairs_UniqueGene	14941844
ReadPairs_UniqueGene_CDS	13380472
ReadPairs_UniqueGene_UTR	1561372
ReadPairs_NoGene	475420
ReadPairs_NoGene_Intron	226310
ReadPairs_NoGene_OneKbFromGene	23000
ReadPairs_NoGene_TenKbFromGene	90806
ReadPairs_NoGene_MiddleOfNowhere	135304
Genes_Total	65217
Genes_WithZeroCounts	43213
Genes_WithNonzeroCounts	22004
InsertSizeCalc_Kept	15817767
InsertSizeCalc_lt_readLen	90083
InsertSizeCalc_eq_readLen	39174
InsertSizeCalc_readLen_to_2xreadLen	10045053
InsertSizeCalc_ge_2xreadLen	5643457
InsertSizeCalc_Dropped	206208
InsertSizeCalc_Dropped_FwdReadAppearsAfterRevReadEnds	0
InsertSizeCalc_Dropped_ReadsOverlapButSpliceInconsistantlyOnOverlappingSections	108538
InsertSizeCalc_Dropped_RevReadStartsBeforeFwdAndTooManyAdaptorBasesAlign	97670
AggregateGenes	60969
AggregateGenes_NoReads	39819
AggregateGenes_WithReads	21150
SpliceLoci	415598
SpliceLoci_Known	374703
SpliceLoci_Known_NoReads	222813
SpliceLoci_Known_FewReads	34582
SpliceLoci_Known_ManyReads	117308
SpliceLoci_Novel	40895
SpliceLoci_Novel_FewReads	32288
SpliceLoci_Novel_ManyReads	8607
SpliceEvents	10368861
SpliceEvents_KnownLoci	10144897
SpliceEvents_KnownLociWithFewReads	61677
SpliceEvents_KnownLociWithManyReads	10083220
SpliceEvents_NovelLoci	223964
SpliceEvents_NovelLociWithFewReads	47837
SpliceEvents_NovelLociWithManyReads	176127
StrandTest_frFirstStrand	14802761
StrandTest_frSecondStrand	261878
StrandTest_ambig_genesFountOnBothStrands	558600
StrandTest_ambig_noGenes	400006
StrandTest_ambig_other	730
StrandTest_STRANDEDNESS_MATCHES_INFERRED	1
NumberOfChromosomesCovered	78
READ_LENGTH	75
COMPLETED_WITHOUT_WARNING	1
COMPLETED_WITHOUT_ERROR	1
